tested_ids,most_possible_intention,most_possible_intention_cf,second_possible_intention,second_possible_intention_cf,third_possible_intention,third_possible_intention_cf,ground_truth_intention
62,Harm-agent_2-RespondTo-agent_1,0.9,RequestHelp-agent_2-Find-books_4,0.5,Greet-agent_1,0.1,agent_2-requesthelp-agent_1-get-dumbbell_3-na
63,PutOnto-table_5-table_5,0.9,PutInto-books_4-dumbbell_3,0.5,RequestHelp-agent_2-Open-books_4,0.1,agent_2-help-agent_1-putonto-books_4-table_5
64,Observe-table_5,0.9,Open-table_5,0.5,Observe-dumbbell_3,0.1,agent_2-help-agent_1-putonto-books_4-table_5
65,Help-agent_2-Find-dumbbell_3,0.9,RequestHelp-agent_2-Inform-agent_1-dumbbell_3,0.5,RespondTo-agent_1,0.1,agent_2-help-agent_1-putonto-books_4-table_5
66,RequestHelp-agent_2-Greet-agent_1,0.9,Give-books_4-agent_1,0.5,Find-table_5,0.1,agent_2-observe-world
67,PutOnto-dumbbell_3-table_5,0.9,PutOnto-dumbbell_3-books_4,0.5,RespondTo-agent_1,0.1,agent_2-observe-world
68,Help-agent_2-Get-table_5,0.9,Open-table_5,0.5,Help-agent_2-PutInto-dumbbell_3-books_4,0.1,agent_2-observe-world
69,Open-table_5,0.9,PutInto-books_4-dumbbell_3,0.5,PlayWith-books_4-agent_1,0.1,agent_2-observe-world
70,RequestHelp-agent_2-Observe-books_4,0.9,Find-table_5,0.5,Help-agent_2-PutOnto-books_4-books_4,0.1,agent_2-observe-world
71,Inform-agent_1-table_5,0.9,Harm-agent_2-Get-books_4,0.5,Open-dumbbell_3,0.1,agent_2-observe-world
72,PutOnto-books_4-books_4,0.9,RequestHelp-agent_2-RespondTo-agent_1,0.5,Get-dumbbell_3,0.1,agent_2-requesthelp-agent_1-get-dumbbell_3-na
73,RespondTo-agent_2,0.9,Inform-agent_2-chess_3,0.5,Open-chess_3,0.1,agent_1-harm-agent_2-na
74,Help-agent_1-Open-chess_3,0.9,Open-chess_3,0.5,Inform-agent_2-chess_3,0.1,agent_1-harm-agent_2-playwith-chess_3-me
75,Open-chess_3,0.9,PutOnto-chess_3-chess_3,0.5,PutInto-chess_3-chess_3,0.1,agent_1-harm-agent_2-find-na-na
76,PutOnto-chess_3-chess_3,0.9,Observe-chess_3,0.5,Inform-agent_2-chess_3,0.1,agent_1-harm-agent_2-find-na-na
77,Open-chess_3,0.9,PutOnto-chess_3-chess_3,0.5,Harm-agent_1-Open-chess_3,0.1,agent_1-harm-agent_2-na
78,Open-chess_3,0.9,PutOnto-chess_3-chess_3,0.5,Inform-agent_2-chess_3,0.1,agent_1-harm-agent_2-na
79,RequestHelp-agent_1-Open-chess_3,0.9,PlayWith-chess_3-agent_2,0.5,PutInto-chess_3-chess_3,0.1,agent_1-harm-agent_2-get-chess_3-me
80,PutInto,0.9,Observe-world,0.5,Harm-agent_2-Greet-agent_1,0.1,agent_2-respondto-agent_1
81,Give-agent_1,0.9,Inform-agent_1,0.5,Get,0.1,agent_2-help-agent_1-find-chess_3
82,PutInto-key_5-key_5,0.9,Give-key_5-agent_1,0.5,Help-agent_2-Open-key_5,0.1,agent_2-help-agent_1-find-chess_3
83,Get-key_5,0.9,Open-key_5,0.5,Observe-world,0.1,agent_2-find-chess_3
84,Give-key_5-agent_1,0.9,Inform-agent_1-key_5,0.5,Help-agent_2-PutOnto-key_5-key_5,0.1,agent_2-inform-agent_1-box_4
85,Help-agent_2-Inform-agent_1-key_5,0.9,Harm-agent_2-RespondTo-agent_1,0.5,RespondTo-agent_1,0.1,agent_2-find-agent_1
86,Open-box_4,0.9,PutInto-box_4-box_5,0.5,PutOnto-box_4-key_3,0.1,agent_2-find-box_4
87,Find-box_4,0.9,PlayWith-box_4-agent_1,0.5,PutInto-box_5-box_5,0.1,agent_2-find-key_3
88,Find-agent_1,0.9,PutInto-box_5-box_4,0.5,Observe-box_4,0.1,agent_2-open-box_4
89,Give-box_4-agent_1,0.9,Open-key_3,0.5,Harm-agent_2-PutInto-box_5-box_5,0.1,agent_2-open-box_4
90,RespondTo-agent_1,0.9,PutInto-box_4-box_4,0.5,RespondTo-agent_1,0.1,agent_2-open-box_4
91,Help-agent_2-Observe-box_4,0.9,Help-agent_2-Find-box_4,0.5,PlayWith-key_3-agent_1,0.1,agent_2-open-box_4
92,PutInto,0.9,Harm-agent_1-Observe-world,0.5,Give,0.1,agent_1-open-box_4
93,Harm-agent_1-RespondTo-agent_2,0.9,PutInto-key_5-cup_9,0.5,Help-agent_1-Find-dumbbell_3,0.1,agent_1-inform-agent_2-dumbbell_3
94,Give-cup_9-agent_2,0.9,Harm-agent_1-PutOnto-dumbbell_3-dumbbell_3,0.5,Help-agent_1-PutOnto-cup_9-chess_6,0.1,agent_1-give-dumbbell_3-agent_2
95,Harm-agent_1-Inform-agent_2-key_5,0.9,RequestHelp-agent_1-PlayWith-box_4-agent_2,0.5,Harm-agent_1-PutOnto-dumbbell_3-box_4,0.1,agent_1-give-dumbbell_3-agent_2
96,Get-dumbbell_3,0.9,RequestHelp-agent_1-Inform-agent_2-box_4,0.5,Find-key_5,0.1,agent_1-open-box_4
97,Observe-box_4,0.9,PutInto-key_5-cup_9,0.5,RequestHelp-agent_1-Get-chess_6,0.1,agent_1-inform-agent_2-box_4
98,Open-dumbbell_3,0.9,Harm-agent_1-PutOnto-cup_9-key_5,0.5,RespondTo-agent_2,0.1,agent_1-inform-agent_2-box_4
99,PlayWith-key_3,0.9,Greet,0.5,Find-box_4,0.1,agent_2-open-box_4
100,PlayWith-box_4,0.9,Observe-key_3,0.5,Inform-key_3,0.1,agent_2-open-box_4
101,Open-box_4,0.9,Find-box_4,0.5,RequestHelp-agent_2-Inform-key_3,0.1,agent_2-find-na
102,Harm-agent_2-Inform-agent_1-key_3,0.9,Give-key_3-agent_1,0.5,Find-box_4,0.1,agent_2-find-key_3
103,Give-key_3-agent_1,0.9,Give-box_4-agent_1,0.5,Inform-agent_1-box_4,0.1,agent_2-find-key_3
104,PlayWith-box_6-agent_1,0.9,Find-box_6,0.5,Give-key_3-agent_1,0.1,agent_2-give-key_3-agent_1
105,Greet-agent_1,0.9,Find-key_3,0.5,RequestHelp-agent_2-PutInto-key_3-key_3,0.1,agent_2-greet-agent_1
106,Inform-chess_5,0.9,Give-chess_5,0.5,Open-chess_5,0.1,agent_1-get-chess_5-agent_2
107,Open-box_7,0.9,PlayWith-box_7-agent_2,0.5,Get-cup_4,0.1,agent_1-putonto-cup_4-table_3
108,RequestHelp-agent_1-Greet-agent_2,0.9,PlayWith-chess_5-agent_2,0.5,PutInto-banana_6-box_7,0.1,agent_1-putonto-cup_4-table_3
109,Get-chess_5,0.9,PutInto-box_7-box_7,0.5,RespondTo-agent_2,0.1,agent_1-putonto-cup_4-table_3
110,Harm-agent_1-RespondTo-agent_2,0.9,RequestHelp-agent_1-RespondTo-agent_2,0.5,Harm-agent_1-Get-banana_6,0.1,agent_1-putonto-cup_4-table_3
111,RequestHelp-agent_2-Get-box_4,0.9,Open-key_3,0.5,RequestHelp-agent_2-Greet,0.1,agent_2-open-box_4
112,Help-agent_2-PutInto-box_4-key_3,0.9,Observe-agent_1,0.5,PutOnto-box_4-key_3,0.1,agent_2-get-key_3-box_4
113,RequestHelp-agent_2-PutInto-box_4-key_3,0.9,PutInto-box_4-key_3,0.5,Greet-agent_1,0.1,agent_2-observe-world
114,Harm-agent_2-RespondTo-agent_1,0.9,Give-key_3-agent_1,0.5,Greet-agent_1,0.1,agent_2-greet-agent_1
115,RequestHelp-agent_2-Inform-agent_1-box_5,0.9,Get-key_3,0.5,PlayWith-box_4-agent_1,0.1,agent_2-open-box_6
116,RequestHelp-agent_2-PutInto-box_5-box_4,0.9,Find-key_3,0.5,PutInto-box_5-box_6,0.1,agent_2-open-box_6
117,Get-key_3,0.9,Observe-key_3,0.5,PutInto-box_4-key_3,0.1,agent_2-open-box_6
118,PlayWith-books_3-agent_2,0.9,RespondTo-agent_2,0.5,Find-agent_2,0.1,agent_1-requesthelp-agent_2-open-box_5
119,RequestHelp-agent_1-Inform-agent_2-key_6,0.9,RequestHelp-agent_1-PutOnto-box_5-key_6,0.5,Observe-box_5,0.1,agent_1-requesthelp-agent_2-open-box_5
120,Inform-agent_2-key_6,0.9,Get-box_5,0.5,PlayWith-box_5-agent_2,0.1,agent_1-requesthelp-agent_2-open-box_5
121,RequestHelp-agent_1-Get-key_6,0.9,Observe-books_3,0.5,Get-books_3,0.1,agent_1-requesthelp-agent_2-open-box_5
122,RespondTo-agent_2,0.9,PutInto-table_4-books_3,0.5,PutInto-table_4-box_5,0.1,agent_1-requesthelp-agent_2-open-box_5
123,Greet-agent_2,0.9,Get-key_6,0.5,Open-box_5,0.1,agent_1-requesthelp-agent_2-open-box_5
124,Get-books_3,0.9,Harm-agent_1-Inform-agent_2-table_4,0.5,PlayWith-table_4-agent_2,0.1,agent_1-open-box_5
125,Harm-agent_2-Greet,0.9,PlayWith-shelf_4,0.5,PlayWith-shelf_4,0.1,agent_2-requesthelp-agent_1-open-shelf_4
126,PutInto-key_3-key_3,0.9,Inform-shelf_4,0.5,Observe-table_7,0.1,agent_2-requesthelp-agent_1-open-shelf_4
127,Greet-agent_1,0.9,Help-agent_2-Observe-dumbbell_6,0.5,Help-agent_2-Observe-agent_1,0.1,agent_2-open-shelf_4
128,PutInto-key_3-dumbbell_6,0.9,Find-table_7,0.5,RespondTo-agent_1,0.1,agent_2-open-shelf_4
129,Harm-agent_1-Find-key_7,0.9,RequestHelp-agent_1-Open-key_8,0.5,Observe-key_8,0.1,agent_1-observe-agent_2
130,PlayWith-shelf_4-agent_2,0.9,Observe-world,0.5,Harm-agent_1-Inform-agent_2-key_8,0.1,agent_1-greet-agent_2
131,PutOnto-key_7-key_3,0.9,Give-shelf_4-agent_2,0.5,Open-key_8,0.1,agent_1-help-agent_2-find-timer_5
132,Inform-agent_2-key_7,0.9,PlayWith-shelf_4-agent_2,0.5,PutOnto-key_7-timer_5,0.1,agent_1-help-agent_2-find-timer_5
133,PlayWith-key_7-agent_2,0.9,Find-key_7,0.5,Get-shelf_4,0.1,agent_1-help-agent_2-find-timer_5
134,Inform-agent_2-key_3,0.9,RequestHelp-agent_1-Observe-key_3,0.5,Give-timer_5-agent_2,0.1,agent_1-help-agent_2-na
135,Open-key_8,0.9,RespondTo-agent_2,0.5,Harm-agent_1-PutInto-shelf_4-timer_5,0.1,agent_1-help-agent_2-putinto-timer_5-shelf_4
136,RequestHelp-agent_1-Greet-agent_2,0.9,PlayWith-shelf_4-agent_2,0.5,Observe-key_8,0.1,agent_1-greet-agent_2
137,Help-agent_2-Give-chess_3-agent_1,0.9,Get-chess_3,0.5,Observe-agent_1,0.1,agent_2-respondto-agent_1
138,Open-chess_3,0.9,Find-chess_3,0.5,PlayWith-chess_3-agent_1,0.1,agent_2-respondto-agent_1
139,PlayWith-chess_3-agent_1,0.9,PutOnto-chess_3-chess_3,0.5,Help-agent_2-Inform-agent_1-chess_3,0.1,agent_2-observe-agent_1
140,Observe-agent_1,0.9,RespondTo-agent_1,0.5,Get-chess_3,0.1,agent_2-observe-agent_1
141,Find-agent_1,0.9,PutInto-chess_3-chess_3,0.5,Open-chess_3,0.1,agent_2-playwith-chess_3-agent_1
142,PutInto-chess_3-chess_3,0.9,PutInto-chess_3-chess_3,0.5,PutInto-chess_3-chess_3,0.1,agent_2-playwith-chess_3-agent_1
143,RespondTo-agent_1,0.9,RespondTo-agent_1,0.5,PutInto-chess_3-chess_3,0.1,agent_2-playwith-chess_3-agent_1
144,PutInto,0.9,Observe-agent_1,0.5,Find-agent_1,0.1,agent_2-help-agent_1-na
145,Open-table_7,0.9,PutInto-table_7-table_7,0.5,Harm-agent_2-Open-table_7,0.1,agent_2-observe-world
146,PlayWith-table_7-agent_1,0.9,RespondTo-agent_1,0.5,Find-agent_1,0.1,agent_2-observe-world
147,PutOnto-table_7-table_7,0.9,PutInto-table_7-table_7,0.5,Help-agent_2-Inform-agent_1-table_7,0.1,agent_2-observe-world
148,Help-agent_2-Greet-agent_1,0.9,Open-table_7,0.5,Observe-agent_1,0.1,agent_2-give-table_7-agent_1
149,Inform-agent_1-table_7,0.9,RespondTo-agent_1,0.5,PutInto-table_7-table_7,0.1,agent_2-give-table_7-agent_1
150,Observe-box_3,0.9,Find-box_3,0.5,Get-box_3,0.1,agent_1-open-box_3
151,Open-box_3,0.9,RespondTo-agent_2,0.5,RespondTo-agent_2,0.1,agent_1-observe-world
152,Inform-agent_2-box_3,0.9,Get-box_3,0.5,Open-box_3,0.1,agent_1-observe-world
153,PutInto-box_3-box_3,0.9,Inform-agent_2-box_3,0.5,Inform-agent_2-box_3,0.1,agent_1-observe-world
154,Get-box_3,0.9,Give-box_3-agent_2,0.5,Greet-agent_2,0.1,agent_1-observe-world
155,Get-box_3,0.9,RequestHelp-agent_1-Greet-agent_2,0.5,PutOnto-box_3-box_3,0.1,agent_1-open-box_3
156,RequestHelp-agent_1-Greet-agent_2,0.9,RespondTo-agent_2,0.5,PlayWith-box_3-agent_2,0.1,agent_1-open-box_3
157,Harm-agent_1-Give,0.9,Open,0.5,Help-agent_1-Get,0.1,agent_1-help-na
158,PutInto,0.9,Harm-agent_1-Get,0.5,Get,0.1,agent_1-get-key_3
159,Give-box_4-agent_2,0.9,PlayWith-key_3-agent_2,0.5,PutOnto-box_5-key_3,0.1,agent_1-get-key_3
160,PlayWith-box_5-agent_2,0.9,RespondTo-agent_2,0.5,Find-box_5,0.1,agent_1-find-key_3
161,Get-box_4,0.9,Harm-agent_1-Get-box_4,0.5,Give-box_5-agent_2,0.1,agent_1-find-key_3
162,Get-box_4,0.9,PlayWith-key_3-agent_2,0.5,Open-box_5,0.1,agent_1-get-key_3-na
163,RequestHelp-agent_1-Get-box_4,0.9,RequestHelp-agent_1-PutInto-box_5-box_5,0.5,Get-box_4,0.1,agent_1-help-agent_2-give-key_3-me
164,Inform-table_3,0.9,Greet,0.5,Inform-table_3,0.1,agent_2-observe-agent_1
165,Observe-chess_5,0.9,PutInto-cup_4-cup_4,0.5,Harm-agent_2-Open-chess_5,0.1,agent_2-observe-agent_1
166,Greet-agent_1,0.9,Find-box_7,0.5,Observe-agent_1,0.1,agent_2-observe-agent_1
167,Greet-agent_1,0.9,PlayWith-box_7-agent_1,0.5,Find-agent_1,0.1,agent_2-observe-agent_1
168,RespondTo-agent_1,0.9,PutOnto-table_3-cup_4,0.5,Find-box_7,0.1,agent_2-observe-agent_1
169,Greet-agent_2,0.9,Greet-agent_2,0.5,RequestHelp-agent_1-PutInto-table_7-banana_6,0.1,agent_1-observe-world
170,Give-banana_6-agent_2,0.9,Find-banana_6,0.5,RespondTo-agent_2,0.1,agent_1-requesthelp-agent_2-get-cup_3-na
171,Inform-agent_2-chess_4,0.9,Greet-agent_2,0.5,Harm-agent_1-RespondTo-agent_2,0.1,agent_1-harm-agent_2-putonto-cup_3-table_7
172,Help-agent_1-Inform-agent_2-chess_4,0.9,Open-chess_4,0.5,Get-cup_3,0.1,agent_1-harm-agent_2-get-cup_3-na
173,Give-cup_3-agent_2,0.9,PlayWith-cup_3-agent_2,0.5,Give-table_7-agent_2,0.1,agent_1-observe-world
174,Greet-agent_2,0.9,Greet-agent_2,0.5,Open-banana_6,0.1,agent_1-get-cup_3-agent_2
175,Open-chess_4,0.9,Greet-agent_2,0.5,RequestHelp-agent_1-Open-table_7,0.1,agent_1-observe-world
176,Inform-agent_1-chess_3,0.9,PlayWith-chess_3-agent_1,0.5,Observe-chess_3,0.1,agent_2-get-chess_3-na
177,RequestHelp-agent_2-Inform-agent_1-chess_3,0.9,Inform-agent_1-chess_3,0.5,RespondTo-agent_1,0.1,agent_2-harm-agent_1-get-chess_3-na
178,Observe-agent_1,0.9,PlayWith-chess_3-agent_1,0.5,Greet-agent_1,0.1,agent_2-observe-world
179,Observe-world,0.9,Greet-agent_1,0.5,Open-chess_3,0.1,agent_2-observe-world
180,RespondTo-agent_1,0.9,Give-chess_3-agent_1,0.5,PutOnto-chess_3-chess_3,0.1,agent_2-observe-world
181,Give-chess_3-agent_1,0.9,Inform-agent_1-chess_3,0.5,Help-agent_2-Find-agent_1,0.1,agent_2-harm-agent_1-playwith-chess_3-me
182,RespondTo-agent_1,0.9,Help-agent_2-Observe-chess_3,0.5,PutInto-chess_3-chess_3,0.1,agent_2-harm-agent_1-playwith-chess_3-me
183,RespondTo,0.9,PutOnto-table_5-key_7,0.5,Harm-agent_2-Find-table_5,0.1,agent_2-get-key_7-na
184,PlayWith-table_5-agent_1,0.9,Find-agent_1,0.5,Open-key_7,0.1,agent_2-na
185,RequestHelp-agent_2-RespondTo-agent_1,0.9,Help-agent_2-RespondTo-agent_1,0.5,RequestHelp-agent_2-Find-banana_4,0.1,agent_2-open-box_6
186,Get-key_7,0.9,Get-table_5,0.5,Open-box_6,0.1,agent_2-putonto-banana_4-table_5
187,PutOnto-banana_4-key_7,0.9,Help-agent_2-Find-agent_1,0.5,Get-banana_4,0.1,agent_2-putonto-banana_4-table_5
188,Get-table_5,0.9,PutInto-box_6-key_7,0.5,Open-banana_4,0.1,agent_2-putonto-banana_4-table_5
189,Observe-banana_4,0.9,Observe-table_5,0.5,Observe-world,0.1,agent_2-putonto-banana_4-table_5
190,Help-agent_2-Give-box_6-agent_1,0.9,Help-agent_2-RespondTo-agent_1,0.5,Greet-agent_1,0.1,agent_2-putonto-banana_4-table_5
191,Help-agent_1-Give-chess_3-agent_2,0.9,Get-chess_3,0.5,Open-chess_3,0.1,agent_1-playwith-chess_3-agent_2
192,RespondTo-agent_2,0.9,Inform-agent_2-chess_3,0.5,Greet-agent_2,0.1,agent_1-playwith-chess_3-agent_2
193,Get-chess_3,0.9,RequestHelp-agent_1-PlayWith-chess_3-agent_2,0.5,PutOnto-chess_3-chess_3,0.1,agent_1-playwith-chess_3-agent_2
194,Greet-agent_2,0.9,PlayWith-chess_3-agent_2,0.5,Observe-chess_3,0.1,agent_1-playwith-chess_3-agent_2
195,Find-chess_3,0.9,Get-chess_3,0.5,Help-agent_1-Open-chess_3,0.1,agent_1-playwith-chess_3-agent_2
196,PutInto-chess_3-chess_3,0.9,Greet-agent_2,0.5,RespondTo-agent_2,0.1,agent_1-playwith-chess_3-agent_2
197,Open-shelf_8,0.9,Give-banana_9,0.5,Harm-agent_2-Get-banana_9,0.1,agent_2-harm-agent_1-find-books_3
198,PlayWith-banana_9-agent_1,0.9,Get-table_7,0.5,Give-key_4-agent_1,0.1,agent_2-find-books_3
